Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Path	Description	Keywords	Negative Keywords
525	483	Sports	Rodeo			Sports > Rodeo	Content relating to Sports > Rodeo: rodeo, bull riding, rodeo events. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about rodeo rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	rodeo, bull riding, rodeo events, barrel racing, rodeo arena, bronc riding, cowboy competition	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
526	483	Sports	Rowing			Sports > Rowing	Content relating to Sports > Rowing: rowing, crew, crew team, rowing boat. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about rowing rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	rowing, crew, crew team, rowing boat	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
527	483	Sports	Rugby			Sports > Rugby	Content relating to Sports > Rugby: rugby, rugby union, rugby league, rugby game. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about rugby rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	rugby, rugby union, rugby league, rugby game	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
528	527	Sports	Rugby	Rugby League		Sports > Rugby > Rugby League	Content relating to Sports > Rugby > Rugby League: rugby league, NRL, league rugby. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about rugby league rather than adjacent sports categories. Common confusers: rugby union.	rugby league, nrl, league rugby, rugby league match, super league, league format rugby, try scoring rugby, league clubs	rugby union
529	527	Sports	Rugby	Rugby Union		Sports > Rugby > Rugby Union	Content relating to Sports > Rugby > Rugby Union: rugby union, rugby world cup. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about rugby union rather than adjacent sports categories. Common confusers: rugby league.	rugby union, rugby world cup, rugby union match, six nations, test rugby, scrum and lineout, world rugby	rugby league
530	483	Sports	Sailing			Sports > Sailing	Content relating to Sports > Sailing: sailing, yacht, sailboat, regatta. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about sailing rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	sailing, yacht, sailboat, regatta	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
531	483	Sports	Skiing			Sports > Skiing	Content relating to Sports > Skiing: skiing, ski, slopes, alpine skiing. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about skiing rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	skiing, ski, slopes, alpine skiing	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
532	483	Sports	Snooker/Pool/Billiards			Sports > Snooker/Pool/Billiards	Content relating to Sports > Snooker/Pool/Billiards: snooker, pool, billiards, cue sports. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about snooker/pool/billiards rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	snooker/pool/billiards, snooker, pool, billiards, cue sports	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
533	483	Sports	Soccer			Sports > Soccer	Content relating to Sports > Soccer: soccer, football, FIFA, Premier League. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about soccer rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	soccer, football, fifa, premier league	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
535	483	Sports	Softball			Sports > Softball	Content relating to Sports > Softball: softball, softball game, fastpitch. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about softball rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	softball, softball game, fastpitch, fastpitch softball, softball diamond, slow pitch, college softball, softball bat	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
551	483	Sports	Sports Equipment			Sports > Sports Equipment	Content relating to Sports > Sports Equipment: sports equipment, gear, athletic equipment. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about sports equipment rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	sports equipment, gear, athletic equipment, athletic gear, sports apparel equipment, training gear, fitness accessories, protective equipment	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
536	483	Sports	Squash			Sports > Squash	Content relating to Sports > Squash: squash, squash court, racket. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about squash rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	squash, squash court, racket, squash match, squash racquet, glass court, wall sport, professional squash	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
537	483	Sports	Swimming			Sports > Swimming	Content relating to Sports > Swimming: swimming, swim, pool, swimmer. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about swimming rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	swimming, swim, pool, swimmer	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
538	483	Sports	Table Tennis			Sports > Table Tennis	Content relating to Sports > Table Tennis: table tennis, ping pong. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about table tennis rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	table tennis, ping pong, table tennis tournament, paddle sport, ittf	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
539	483	Sports	Tennis			Sports > Tennis	Content relating to Sports > Tennis: tennis, Wimbledon, tennis match. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about tennis rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	tennis, wimbledon, tennis match, grand slam tennis, atp, wta, serve and volley, tennis tournament	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
540	483	Sports	Track and Field			Sports > Track and Field	Content relating to Sports > Track and Field: track and field, athletics, running, jumping. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about track and field rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	track and field, athletics, running, jumping	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
541	483	Sports	Volleyball			Sports > Volleyball	Content relating to Sports > Volleyball: volleyball, volleyball game, net. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about volleyball rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	volleyball, volleyball game, net, indoor volleyball, net play, spike and block, fivb, volleyball tournament	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
542	483	Sports	Walking			Sports > Walking	Content relating to Sports > Walking: walking, fitness walking, race walking. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about walking rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	walking, fitness walking, race walking, walking workout, step count, walking trail, fitness walking plan, race walking event	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
543	483	Sports	Water Polo			Sports > Water Polo	Content relating to Sports > Water Polo: water polo, pool polo. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about water polo rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	water polo, pool polo, water polo match, aquatic team sport, goal cage, olympic water polo	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
544	483	Sports	Weightlifting			Sports > Weightlifting	Content relating to Sports > Weightlifting: weightlifting, weight lifter, powerlifting. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about weightlifting rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	weightlifting, weight lifter, powerlifting, olympic lifting, barbell, snatch and clean jerk, strength sport, lifting platform	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
546	483	Sports	Wrestling			Sports > Wrestling	Content relating to Sports > Wrestling: wrestling, WWE, wrestler, grappling. Best for teams, leagues, athletes, competitions, training, scores, schedules, and fan-following coverage. Typical matches include scores, schedules, statistics, roster news, athlete profiles, and coaching or training content. Prefer this label when the page is primarily about wrestling rather than adjacent sports categories. Common confusers: american football, australian rules football, auto racing, badminton, baseball, basketball.	wrestling, wwe, wrestler, grappling	american football, australian rules football, auto racing, badminton, baseball, basketball, beach volleyball, bodybuilding, bowling, boxing, cheerleading, college sports
552		Style & Fashion				Style & Fashion	Content relating to Style & Fashion: fashion, style, clothing, apparel. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Use this top-level category when the page fits style & fashion broadly but not a more specific subcategory. Common confusers: attractions, automotive, books and literature, business and finance, careers, communication.	style & fashion, style and fashion, style fashion, fashion, style, clothing, apparel	attractions, automotive, books and literature, business and finance, careers, communication, crime, disasters, education, entertainment, events, family and relationships
553	552	Style & Fashion	Beauty			Style & Fashion > Beauty	Content relating to Style & Fashion > Beauty: beauty, makeup, cosmetics, beauty tips. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about beauty rather than adjacent style & fashion categories. Common confusers: body art, children's clothing, designer clothing, fashion trends, high fashion, men's fashion.	beauty, makeup, cosmetics, beauty tips	body art, children's clothing, designer clothing, fashion trends, high fashion, men's fashion, personal care, street style, women's fashion
554	553	Style & Fashion	Beauty	Hair Care		Style & Fashion > Beauty > Hair Care	Content relating to Style & Fashion > Beauty > Hair Care: hair care, shampoo, conditioner, hair style. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about hair care rather than adjacent style & fashion categories. Common confusers: makeup and accessories, nail care, natural and organic beauty, perfume and fragrance, skin care.	hair care, shampoo, conditioner, hair style	makeup and accessories, nail care, natural and organic beauty, perfume and fragrance, skin care
555	553	Style & Fashion	Beauty	Makeup and Accessories		Style & Fashion > Beauty > Makeup and Accessories	Content relating to Style & Fashion > Beauty > Makeup and Accessories: makeup, cosmetics, beauty accessories. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about makeup and accessories rather than adjacent style & fashion categories. Common confusers: hair care, nail care, natural and organic beauty, perfume and fragrance, skin care.	makeup and accessories, makeup, cosmetics, beauty accessories	hair care, nail care, natural and organic beauty, perfume and fragrance, skin care
556	553	Style & Fashion	Beauty	Nail Care		Style & Fashion > Beauty > Nail Care	Content relating to Style & Fashion > Beauty > Nail Care: nail care, manicure, pedicure, nails. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about nail care rather than adjacent style & fashion categories. Common confusers: hair care, makeup and accessories, natural and organic beauty, perfume and fragrance, skin care.	nail care, manicure, pedicure, nails	hair care, makeup and accessories, natural and organic beauty, perfume and fragrance, skin care
557	553	Style & Fashion	Beauty	Natural and Organic Beauty		Style & Fashion > Beauty > Natural and Organic Beauty	Content relating to Style & Fashion > Beauty > Natural and Organic Beauty: natural beauty, organic cosmetics, clean beauty. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about natural and organic beauty rather than adjacent style & fashion categories. Common confusers: hair care, makeup and accessories, nail care, perfume and fragrance, skin care.	natural and organic beauty, natural beauty, organic cosmetics, clean beauty	hair care, makeup and accessories, nail care, perfume and fragrance, skin care
558	553	Style & Fashion	Beauty	Perfume and Fragrance		Style & Fashion > Beauty > Perfume and Fragrance	Content relating to Style & Fashion > Beauty > Perfume and Fragrance: perfume, fragrance, cologne, scent. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about perfume and fragrance rather than adjacent style & fashion categories. Common confusers: hair care, makeup and accessories, nail care, natural and organic beauty, skin care.	perfume and fragrance, perfume, fragrance, cologne, scent	hair care, makeup and accessories, nail care, natural and organic beauty, skin care
559	553	Style & Fashion	Beauty	Skin Care		Style & Fashion > Beauty > Skin Care	Content relating to Style & Fashion > Beauty > Skin Care: skin care, skincare, moisturizer, serum. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about skin care rather than adjacent style & fashion categories. Common confusers: hair care, makeup and accessories, nail care, natural and organic beauty, perfume and fragrance.	skin care, skincare, moisturizer, serum	hair care, makeup and accessories, nail care, natural and organic beauty, perfume and fragrance
574	552	Style & Fashion	Body Art			Style & Fashion > Body Art	Content relating to Style & Fashion > Body Art: body art, tattoos, piercing. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about body art rather than adjacent style & fashion categories. Common confusers: beauty, children's clothing, designer clothing, fashion trends, high fashion, men's fashion.	body art, tattoos, piercing, piercings, ink art, tattoo design, body modification	beauty, children's clothing, designer clothing, fashion trends, high fashion, men's fashion, personal care, street style, women's fashion
575	552	Style & Fashion	Children's Clothing			Style & Fashion > Children's Clothing	Content relating to Style & Fashion > Children's Clothing: kids clothing, children's fashion. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about children's clothing rather than adjacent style & fashion categories. Common confusers: beauty, body art, designer clothing, fashion trends, high fashion, men's fashion.	children's clothing, kids clothing, children's fashion, girls clothing, boys clothing, children apparel, schoolwear	beauty, body art, designer clothing, fashion trends, high fashion, men's fashion, personal care, street style, women's fashion
576	552	Style & Fashion	Designer Clothing			Style & Fashion > Designer Clothing	Content relating to Style & Fashion > Designer Clothing: designer fashion, luxury clothing, designer brands. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about designer clothing rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, fashion trends, high fashion, men's fashion.	designer clothing, designer fashion, luxury clothing, designer brands	beauty, body art, children's clothing, fashion trends, high fashion, men's fashion, personal care, street style, women's fashion
577	552	Style & Fashion	Fashion Trends			Style & Fashion > Fashion Trends	Content relating to Style & Fashion > Fashion Trends: fashion trends, trend, runway. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about fashion trends rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, high fashion, men's fashion.	fashion trends, trend, runway, runway trends, seasonal trends, trend forecast, street trends, fashion week	beauty, body art, children's clothing, designer clothing, high fashion, men's fashion, personal care, street style, women's fashion
578	552	Style & Fashion	High Fashion			Style & Fashion > High Fashion	Content relating to Style & Fashion > High Fashion: haute couture, high fashion, luxury fashion. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about high fashion rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, fashion trends, men's fashion.	high fashion, haute couture, luxury fashion, designer runway, luxury label, couture fashion, editorial fashion	beauty, body art, children's clothing, designer clothing, fashion trends, men's fashion, personal care, street style, women's fashion
579	552	Style & Fashion	Men's Fashion			Style & Fashion > Men's Fashion	Content relating to Style & Fashion > Men's Fashion: men's fashion, menswear, men's clothing. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's fashion rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, fashion trends, high fashion.	men's fashion, menswear, men's clothing, men clothing, male style, suits, streetwear for men	beauty, body art, children's clothing, designer clothing, fashion trends, high fashion, personal care, street style, women's fashion
580	579	Style & Fashion	Men's Fashion	Men's Accessories		Style & Fashion > Men's Fashion > Men's Accessories	Content relating to Style & Fashion > Men's Fashion > Men's Accessories: men's accessories, ties, belts, men's jewelry. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's accessories rather than adjacent style & fashion categories. Common confusers: men's clothing, men's shoes and footwear.	men's accessories, ties, belts, men's jewelry	men's clothing, men's shoes and footwear
581	580	Style & Fashion	Men's Fashion	Men's Accessories	Men's Jewelry and Watches	Style & Fashion > Men's Fashion > Men's Accessories > Men's Jewelry and Watches	Content relating to Style & Fashion > Men's Fashion > Men's Accessories > Men's Jewelry and Watches: men's watches, men's jewelry. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's jewelry and watches rather than adjacent style & fashion categories.	men's jewelry and watches, men's accessories, men's watches, men's jewelry	
582	579	Style & Fashion	Men's Fashion	Men's Clothing		Style & Fashion > Men's Fashion > Men's Clothing	Content relating to Style & Fashion > Men's Fashion > Men's Clothing: men's clothing, menswear, men's apparel. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's clothing rather than adjacent style & fashion categories. Common confusers: men's accessories, men's shoes and footwear.	men's clothing, menswear, men's apparel, shirts, pants, jackets, formalwear for men	men's accessories, men's shoes and footwear
583	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Business Wear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Business Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Business Wear: men's suits, business attire, formal wear men. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's business wear rather than adjacent style & fashion categories. Common confusers: men's casual wear, men's formal wear, men's outerwear, men's sportswear, men's underwear and sleepwear.	men's business wear, men's clothing, men's suits, business attire, formal wear men	men's casual wear, men's formal wear, men's outerwear, men's sportswear, men's underwear and sleepwear
584	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Casual Wear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Casual Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Casual Wear: men's casual, casual wear men. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's casual wear rather than adjacent style & fashion categories. Common confusers: men's business wear, men's formal wear, men's outerwear, men's sportswear, men's underwear and sleepwear.	men's casual wear, men's clothing, men's casual, casual wear men	men's business wear, men's formal wear, men's outerwear, men's sportswear, men's underwear and sleepwear
585	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Formal Wear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Formal Wear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Formal Wear: men's formal, tuxedo, formal suit. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's formal wear rather than adjacent style & fashion categories. Common confusers: men's business wear, men's casual wear, men's outerwear, men's sportswear, men's underwear and sleepwear.	men's formal wear, men's clothing, men's formal, tuxedo, formal suit	men's business wear, men's casual wear, men's outerwear, men's sportswear, men's underwear and sleepwear
586	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Outerwear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Outerwear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Outerwear: men's jackets, coat, men's outerwear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's outerwear rather than adjacent style & fashion categories. Common confusers: men's business wear, men's casual wear, men's formal wear, men's sportswear, men's underwear and sleepwear.	men's outerwear, men's clothing, men's jackets, coat	men's business wear, men's casual wear, men's formal wear, men's sportswear, men's underwear and sleepwear
587	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Sportswear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Sportswear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Sportswear: men's athletic wear, men's sports clothing. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's sportswear rather than adjacent style & fashion categories. Common confusers: men's business wear, men's casual wear, men's formal wear, men's outerwear, men's underwear and sleepwear.	men's sportswear, men's clothing, men's athletic wear, men's sports clothing	men's business wear, men's casual wear, men's formal wear, men's outerwear, men's underwear and sleepwear
588	582	Style & Fashion	Men's Fashion	Men's Clothing	Men's Underwear and Sleepwear	Style & Fashion > Men's Fashion > Men's Clothing > Men's Underwear and Sleepwear	Content relating to Style & Fashion > Men's Fashion > Men's Clothing > Men's Underwear and Sleepwear: men's underwear, sleepwear, loungewear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's underwear and sleepwear rather than adjacent style & fashion categories. Common confusers: men's business wear, men's casual wear, men's formal wear, men's outerwear, men's sportswear.	men's underwear and sleepwear, men's clothing, men's underwear, sleepwear, loungewear	men's business wear, men's casual wear, men's formal wear, men's outerwear, men's sportswear
589	579	Style & Fashion	Men's Fashion	Men's Shoes and Footwear		Style & Fashion > Men's Fashion > Men's Shoes and Footwear	Content relating to Style & Fashion > Men's Fashion > Men's Shoes and Footwear: men's shoes, footwear, men's sneakers. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about men's shoes and footwear rather than adjacent style & fashion categories. Common confusers: men's accessories, men's clothing.	men's shoes and footwear, men's shoes, footwear, men's sneakers	men's accessories, men's clothing
590	552	Style & Fashion	Personal Care			Style & Fashion > Personal Care	Content relating to Style & Fashion > Personal Care: personal care, hygiene, grooming. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about personal care rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, fashion trends, high fashion.	personal care, hygiene, grooming, self care, body wash, oral care	beauty, body art, children's clothing, designer clothing, fashion trends, high fashion, men's fashion, street style, women's fashion
591	590	Style & Fashion	Personal Care	Bath and Shower		Style & Fashion > Personal Care > Bath and Shower	Content relating to Style & Fashion > Personal Care > Bath and Shower: bath, shower, soap, body wash. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about bath and shower rather than adjacent style & fashion categories. Common confusers: deodorant and antiperspirant, oral care, shaving.	bath and shower, bath, shower, soap, body wash	deodorant and antiperspirant, oral care, shaving
592	590	Style & Fashion	Personal Care	Deodorant and Antiperspirant		Style & Fashion > Personal Care > Deodorant and Antiperspirant	Content relating to Style & Fashion > Personal Care > Deodorant and Antiperspirant: deodorant, antiperspirant. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about deodorant and antiperspirant rather than adjacent style & fashion categories. Common confusers: bath and shower, oral care, shaving.	deodorant and antiperspirant, deodorant, antiperspirant, odor protection, underarm care, body odor, roll on, spray deodorant	bath and shower, oral care, shaving
593	590	Style & Fashion	Personal Care	Oral care		Style & Fashion > Personal Care > Oral care	Content relating to Style & Fashion > Personal Care > Oral care: oral care, toothpaste, dental, mouthwash. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about oral care rather than adjacent style & fashion categories. Common confusers: bath and shower, deodorant and antiperspirant, shaving.	oral care, toothpaste, dental, mouthwash	bath and shower, deodorant and antiperspirant, shaving
594	590	Style & Fashion	Personal Care	Shaving		Style & Fashion > Personal Care > Shaving	Content relating to Style & Fashion > Personal Care > Shaving: shaving, razor, shaving cream. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about shaving rather than adjacent style & fashion categories. Common confusers: bath and shower, deodorant and antiperspirant, oral care.	shaving, razor, shaving cream, beard grooming, aftershave, wet shave	bath and shower, deodorant and antiperspirant, oral care
595	552	Style & Fashion	Street Style			Style & Fashion > Street Style	Content relating to Style & Fashion > Street Style: street style, streetwear, urban fashion. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about street style rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, fashion trends, high fashion.	street style, streetwear, urban fashion, sneaker culture, off duty style, fashion photography	beauty, body art, children's clothing, designer clothing, fashion trends, high fashion, men's fashion, personal care, women's fashion
560	552	Style & Fashion	Women's Fashion			Style & Fashion > Women's Fashion	Content relating to Style & Fashion > Women's Fashion: women's fashion, womenswear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's fashion rather than adjacent style & fashion categories. Common confusers: beauty, body art, children's clothing, designer clothing, fashion trends, high fashion.	women's fashion, womenswear, women clothing, style inspiration, fashion shopping, seasonal outfits	beauty, body art, children's clothing, designer clothing, fashion trends, high fashion, men's fashion, personal care, street style
