unique_id	parent_id	path	description	keywords
524	483	Sports > Poker and Professional Gambling	Content about Poker and Professional Gambling within Sports, covering topics such as sports, sport, poker, professional, and gambling, along with relevant news, advice, products, services, and trends.	sports, sport, poker, professional, gambling
525	483	Sports > Rodeo	Content about Rodeo within Sports, covering topics such as sports, sport, and rodeo, along with relevant news, advice, products, services, and trends.	sports, sport, rodeo
526	483	Sports > Rowing	Content about Rowing within Sports, covering topics such as sports, sport, and rowing, along with relevant news, advice, products, services, and trends.	sports, sport, rowing
527	483	Sports > Rugby	Content about Rugby within Sports, covering topics such as sports, sport, and rugby, along with relevant news, advice, products, services, and trends.	sports, sport, rugby
528	527	Sports > Rugby > Rugby League	Content about Rugby League within Sports and Rugby, including articles, updates, reviews, guides, and discussions related to sports, sport, rugby, and league.	sports, sport, rugby, league
529	527	Sports > Rugby > Rugby Union	Content about Rugby Union within Sports and Rugby, including articles, updates, reviews, guides, and discussions related to sports, sport, rugby, and union.	sports, sport, rugby, union
530	483	Sports > Sailing	Content about Sailing within Sports, covering topics such as sports, sport, and sailing, along with relevant news, advice, products, services, and trends.	sports, sport, sailing
531	483	Sports > Skiing	Content about Skiing within Sports, covering topics such as sports, sport, and skiing, along with relevant news, advice, products, services, and trends.	sports, sport, skiing
532	483	Sports > Snooker/Pool/Billiards	Content about Snooker/Pool/Billiards within Sports, covering topics such as sports, sport, snooker, pool, billiards, and billiard, along with relevant news, advice, products, services, and trends.	sports, sport, snooker, pool, billiards, billiard
533	483	Sports > Soccer	Content about Soccer within Sports, covering topics such as sports, sport, and soccer, along with relevant news, advice, products, services, and trends.	sports, sport, soccer
535	483	Sports > Softball	Content about Softball within Sports, covering topics such as sports, sport, and softball, along with relevant news, advice, products, services, and trends.	sports, sport, softball
551	483	Sports > Sports Equipment	Content about Sports Equipment within Sports, covering topics such as sports, sport, and equipment, along with relevant news, advice, products, services, and trends.	sports, sport, equipment
536	483	Sports > Squash	Content about Squash within Sports, covering topics such as sports, sport, and squash, along with relevant news, advice, products, services, and trends.	sports, sport, squash
537	483	Sports > Swimming	Content about Swimming within Sports, covering topics such as sports, sport, and swimming, along with relevant news, advice, products, services, and trends.	sports, sport, swimming
538	483	Sports > Table Tennis	Content about Table Tennis within Sports, covering topics such as sports, sport, table, tennis, and tenni, along with relevant news, advice, products, services, and trends.	sports, sport, table, tennis, tenni
539	483	Sports > Tennis	Content about Tennis within Sports, covering topics such as sports, sport, tennis, and tenni, along with relevant news, advice, products, services, and trends.	sports, sport, tennis, tenni
540	483	Sports > Track and Field	Content about Track and Field within Sports, covering topics such as sports, sport, track, and field, along with relevant news, advice, products, services, and trends.	sports, sport, track, field
541	483	Sports > Volleyball	Content about Volleyball within Sports, covering topics such as sports, sport, and volleyball, along with relevant news, advice, products, services, and trends.	sports, sport, volleyball
542	483	Sports > Walking	Content about Walking within Sports, covering topics such as sports, sport, and walking, along with relevant news, advice, products, services, and trends.	sports, sport, walking
543	483	Sports > Water Polo	Content about Water Polo within Sports, covering topics such as sports, sport, water, and polo, along with relevant news, advice, products, services, and trends.	sports, sport, water, polo
544	483	Sports > Weightlifting	Content about Weightlifting within Sports, covering topics such as sports, sport, and weightlifting, along with relevant news, advice, products, services, and trends.	sports, sport, weightlifting
546	483	Sports > Wrestling	Content about Wrestling within Sports, covering topics such as sports, sport, and wrestling, along with relevant news, advice, products, services, and trends.	sports, sport, wrestling
552		Style & Fashion	Content primarily about Style & Fashion, including news, information, guides, reviews, products, services, and trends related to clothing, beauty, accessories, personal style, and fashion culture.	style, fashion
553	552	Style & Fashion > Beauty	Content about Beauty within Style & Fashion, covering topics such as style, fashion, and beauty, along with relevant news, advice, products, services, and trends.	style, fashion, beauty
554	553	Style & Fashion > Beauty > Hair Care	Content about Hair Care within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, hair, and care.	style, fashion, beauty, hair, care
555	553	Style & Fashion > Beauty > Makeup and Accessories	Content about Makeup and Accessories within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, makeup, accessories, and accessorie.	style, fashion, beauty, makeup, accessories, accessorie
556	553	Style & Fashion > Beauty > Nail Care	Content about Nail Care within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, nail, and care.	style, fashion, beauty, nail, care
557	553	Style & Fashion > Beauty > Natural and Organic Beauty	Content about Natural and Organic Beauty within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, natural, and organic.	style, fashion, beauty, natural, organic
558	553	Style & Fashion > Beauty > Perfume and Fragrance	Content about Perfume and Fragrance within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, perfume, and fragrance.	style, fashion, beauty, perfume, fragrance
559	553	Style & Fashion > Beauty > Skin Care	Content about Skin Care within Style & Fashion and Beauty, including articles, updates, reviews, guides, and discussions related to style, fashion, beauty, skin, and care.	style, fashion, beauty, skin, care
574	552	Style & Fashion > Body Art	Content about Body Art within Style & Fashion, covering topics such as style, fashion, body, and art, along with relevant news, advice, products, services, and trends.	style, fashion, body, art
575	552	Style & Fashion > Children's Clothing	Content about Children's Clothing within Style & Fashion, covering topics such as style, fashion, children, and clothing, along with relevant news, advice, products, services, and trends.	style, fashion, children, clothing
576	552	Style & Fashion > Designer Clothing	Content about Designer Clothing within Style & Fashion, covering topics such as style, fashion, designer, and clothing, along with relevant news, advice, products, services, and trends.	style, fashion, designer, clothing
577	552	Style & Fashion > Fashion Trends	Content about Fashion Trends within Style & Fashion, covering topics such as style, fashion, trends, and trend, along with relevant news, advice, products, services, and trends.	style, fashion, trends, trend
578	552	Style & Fashion > High Fashion	Content about High Fashion within Style & Fashion, covering topics such as style, fashion, and high, along with relevant news, advice, products, services, and trends.	style, fashion, high
579	552	Style & Fashion > Men's Fashion	Content about Men's Fashion within Style & Fashion, covering topics such as style, fashion, and men, along with relevant news, advice, products, services, and trends.	style, fashion, men
580	579	Style & Fashion > Men's Fashion > Men's Accessories	Content about Men's Accessories within Style & Fashion and Men's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, men, accessories, and accessorie.	style, fashion, men, accessories, accessorie
581	580	Style & Fashion > Men's Fashion > Men's Accessories > Men's Jewelry and Watches	Content about Men's Jewelry and Watches within Style & Fashion, Men's Fashion, and Men's Accessories, focused on style, fashion, men, accessories, accessorie, and jewelry and closely related topics, products, services, or trends.	style, fashion, men, accessories, accessorie, jewelry, watches, watche
582	579	Style & Fashion > Men's Fashion > Men's Clothing	Content about Men's Clothing within Style & Fashion and Men's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, men, and clothing.	style, fashion, men, clothing
583	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Business Wear	Content about Men's Business Wear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, business, and busines and closely related topics, products, services, or trends.	style, fashion, men, clothing, business, busines, wear
584	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Casual Wear	Content about Men's Casual Wear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, casual, and wear and closely related topics, products, services, or trends.	style, fashion, men, clothing, casual, wear
585	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Formal Wear	Content about Men's Formal Wear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, formal, and wear and closely related topics, products, services, or trends.	style, fashion, men, clothing, formal, wear
586	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Outerwear	Content about Men's Outerwear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, and outerwear and closely related topics, products, services, or trends.	style, fashion, men, clothing, outerwear
587	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Sportswear	Content about Men's Sportswear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, and sportswear and closely related topics, products, services, or trends.	style, fashion, men, clothing, sportswear
588	582	Style & Fashion > Men's Fashion > Men's Clothing > Men's Underwear and Sleepwear	Content about Men's Underwear and Sleepwear within Style & Fashion, Men's Fashion, and Men's Clothing, focused on style, fashion, men, clothing, underwear, and sleepwear and closely related topics, products, services, or trends.	style, fashion, men, clothing, underwear, sleepwear
589	579	Style & Fashion > Men's Fashion > Men's Shoes and Footwear	Content about Men's Shoes and Footwear within Style & Fashion and Men's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, men, shoes, shoe, and footwear.	style, fashion, men, shoes, shoe, footwear
590	552	Style & Fashion > Personal Care	Content about Personal Care within Style & Fashion, covering topics such as style, fashion, personal, and care, along with relevant news, advice, products, services, and trends.	style, fashion, personal, care
591	590	Style & Fashion > Personal Care > Bath and Shower	Content about Bath and Shower within Style & Fashion and Personal Care, including articles, updates, reviews, guides, and discussions related to style, fashion, personal, care, bath, and shower.	style, fashion, personal, care, bath, shower
592	590	Style & Fashion > Personal Care > Deodorant and Antiperspirant	Content about Deodorant and Antiperspirant within Style & Fashion and Personal Care, including articles, updates, reviews, guides, and discussions related to style, fashion, personal, care, deodorant, and antiperspirant.	style, fashion, personal, care, deodorant, antiperspirant
593	590	Style & Fashion > Personal Care > Oral care	Content about Oral care within Style & Fashion and Personal Care, including articles, updates, reviews, guides, and discussions related to style, fashion, personal, care, and oral.	style, fashion, personal, care, oral
594	590	Style & Fashion > Personal Care > Shaving	Content about Shaving within Style & Fashion and Personal Care, including articles, updates, reviews, guides, and discussions related to style, fashion, personal, care, and shaving.	style, fashion, personal, care, shaving
595	552	Style & Fashion > Street Style	Content about Street Style within Style & Fashion, covering topics such as style, fashion, and street, along with relevant news, advice, products, services, and trends.	style, fashion, street
560	552	Style & Fashion > Women's Fashion	Content about Women's Fashion within Style & Fashion, covering topics such as style, fashion, and women, along with relevant news, advice, products, services, and trends.	style, fashion, women
561	560	Style & Fashion > Women's Fashion > Women's Accessories	Content about Women's Accessories within Style & Fashion and Women's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, women, accessories, and accessorie.	style, fashion, women, accessories, accessorie
562	561	Style & Fashion > Women's Fashion > Women's Accessories > Women's Glasses	Content about Women's Glasses within Style & Fashion, Women's Fashion, and Women's Accessories, focused on style, fashion, women, accessories, accessorie, and glasses and closely related topics, products, services, or trends.	style, fashion, women, accessories, accessorie, glasses, glasse
563	561	Style & Fashion > Women's Fashion > Women's Accessories > Women's Handbags and Wallets	Content about Women's Handbags and Wallets within Style & Fashion, Women's Fashion, and Women's Accessories, focused on style, fashion, women, accessories, accessorie, and handbags and closely related topics, products, services, or trends.	style, fashion, women, accessories, accessorie, handbags, handbag, wallets, wallet
564	561	Style & Fashion > Women's Fashion > Women's Accessories > Women's Hats and Scarves	Content about Women's Hats and Scarves within Style & Fashion, Women's Fashion, and Women's Accessories, focused on style, fashion, women, accessories, accessorie, and hats and closely related topics, products, services, or trends.	style, fashion, women, accessories, accessorie, hats, scarves, scarve
565	561	Style & Fashion > Women's Fashion > Women's Accessories > Women's Jewelry and Watches	Content about Women's Jewelry and Watches within Style & Fashion, Women's Fashion, and Women's Accessories, focused on style, fashion, women, accessories, accessorie, and jewelry and closely related topics, products, services, or trends.	style, fashion, women, accessories, accessorie, jewelry, watches, watche
566	560	Style & Fashion > Women's Fashion > Women's Clothing	Content about Women's Clothing within Style & Fashion and Women's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, women, and clothing.	style, fashion, women, clothing
567	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Business Wear	Content about Women's Business Wear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, business, and busines and closely related topics, products, services, or trends.	style, fashion, women, clothing, business, busines, wear
568	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Casual Wear	Content about Women's Casual Wear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, casual, and wear and closely related topics, products, services, or trends.	style, fashion, women, clothing, casual, wear
569	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Formal Wear	Content about Women's Formal Wear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, formal, and wear and closely related topics, products, services, or trends.	style, fashion, women, clothing, formal, wear
570	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Intimates and Sleepwear	Content about Women's Intimates and Sleepwear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, intimates, and intimate and closely related topics, products, services, or trends.	style, fashion, women, clothing, intimates, intimate, sleepwear
571	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Outerwear	Content about Women's Outerwear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, and outerwear and closely related topics, products, services, or trends.	style, fashion, women, clothing, outerwear
572	566	Style & Fashion > Women's Fashion > Women's Clothing > Women's Sportswear	Content about Women's Sportswear within Style & Fashion, Women's Fashion, and Women's Clothing, focused on style, fashion, women, clothing, and sportswear and closely related topics, products, services, or trends.	style, fashion, women, clothing, sportswear
573	560	Style & Fashion > Women's Fashion > Women's Shoes and Footwear	Content about Women's Shoes and Footwear within Style & Fashion and Women's Fashion, including articles, updates, reviews, guides, and discussions related to style, fashion, women, shoes, shoe, and footwear.	style, fashion, women, shoes, shoe, footwear
596		Technology & Computing	Content primarily about Technology & Computing, including news, information, guides, reviews, products, services, and trends related to technology, computing, digital products, software, hardware, devices, and online services.	technology, computing
597	596	Technology & Computing > Artificial Intelligence	Content about Artificial Intelligence within Technology & Computing, covering topics such as technology, computing, artificial, and intelligence, along with relevant news, advice, products, services, and trends.	technology, computing, artificial, intelligence
598	596	Technology & Computing > Augmented Reality	Content about Augmented Reality within Technology & Computing, covering topics such as technology, computing, augmented, and reality, along with relevant news, advice, products, services, and trends.	technology, computing, augmented, reality
599	596	Technology & Computing > Computing	Content about Computing within Technology & Computing, covering topics such as technology and computing, along with relevant news, advice, products, services, and trends.	technology, computing
600	599	Technology & Computing > Computing > Computer Networking	Content about Computer Networking within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, computer, and networking.	technology, computing, computer, networking
601	599	Technology & Computing > Computing > Computer Peripherals	Content about Computer Peripherals within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, computer, peripherals, and peripheral.	technology, computing, computer, peripherals, peripheral
602	599	Technology & Computing > Computing > Computer Software and Applications	Content about Computer Software and Applications within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to software, applications, mobile apps, desktop software, product updates, and digital tools.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application
603	602	Technology & Computing > Computing > Computer Software and Applications > 3-D Graphics	Content about 3-D Graphics within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, graphics, graphic
608	602	Technology & Computing > Computing > Computer Software and Applications > Antivirus Software	Content about Antivirus Software within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, antivirus, antiviru
609	602	Technology & Computing > Computing > Computer Software and Applications > Browsers	Content about Browsers within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, browsers, browser
610	602	Technology & Computing > Computing > Computer Software and Applications > Computer Animation	Content about Computer Animation within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, animation
611	602	Technology & Computing > Computing > Computer Software and Applications > Databases	Content about Databases within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, databases, database
612	602	Technology & Computing > Computing > Computer Software and Applications > Desktop Publishing	Content about Desktop Publishing within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, desktop, publishing
613	602	Technology & Computing > Computing > Computer Software and Applications > Digital Audio	Content about Digital Audio within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, digital, audio
WQC6HR	602	Technology & Computing > Computing > Computer Software and Applications > Maps & Navigation	Content about Maps & Navigation within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, maps, navigation
614	602	Technology & Computing > Computing > Computer Software and Applications > Graphics Software	Content about Graphics Software within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, graphics, graphic
615	602	Technology & Computing > Computing > Computer Software and Applications > Operating Systems	Content about Operating Systems within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, operating, systems, system
604	602	Technology & Computing > Computing > Computer Software and Applications > Photo Editing Software	Content about Photo Editing Software within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, photo, editing
605	602	Technology & Computing > Computing > Computer Software and Applications > Shareware and Freeware	Content about Shareware and Freeware within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, shareware, freeware
606	602	Technology & Computing > Computing > Computer Software and Applications > Video Software	Content about Video Software within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, video
607	602	Technology & Computing > Computing > Computer Software and Applications > Web Conferencing	Content about Web Conferencing within Technology & Computing, Computing, and Computer Software and Applications, focused on software, applications, mobile apps, desktop software, product updates, and digital tools and closely related topics, products, services, or trends.	software, applications, mobile apps, desktop software, product updates, digital tools, technology, computing, computer, application, web, conferencing
616	599	Technology & Computing > Computing > Data Storage and Warehousing	Content about Data Storage and Warehousing within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, data, storage, and warehousing.	technology, computing, data, storage, warehousing
617	599	Technology & Computing > Computing > Desktops	Content about Desktops within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, desktops, and desktop.	technology, computing, desktops, desktop
618	599	Technology & Computing > Computing > Information and Network Security	Content about Information and Network Security within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, information, network, and security.	technology, computing, information, network, security
619	599	Technology & Computing > Computing > Internet	Content about Internet within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to online services, web platforms, websites, digital communication, technology, and computing.	online services, web platforms, websites, digital communication, technology, computing, internet
620	619	Technology & Computing > Computing > Internet > Cloud Computing	Content about Cloud Computing within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, cloud
623	619	Technology & Computing > Computing > Internet > Email	Content about Email within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, email
624	619	Technology & Computing > Computing > Internet > Internet for Beginners	Content about Internet for Beginners within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, beginners, beginner
625	619	Technology & Computing > Computing > Internet > Internet of Things	Content about Internet of Things within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, things, thing
626	619	Technology & Computing > Computing > Internet > IT and Internet Support	Content about IT and Internet Support within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, support
627	619	Technology & Computing > Computing > Internet > Search	Content about Search within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, search
628	619	Technology & Computing > Computing > Internet > Social Networking	Content about Social Networking within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, social media, and communities and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, social media, communities, messaging, sharing, technology, computing, internet, social, networking
629	619	Technology & Computing > Computing > Internet > Web Design and HTML	Content about Web Design and HTML within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, web, design, html
621	619	Technology & Computing > Computing > Internet > Web Development	Content about Web Development within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, web, development
622	619	Technology & Computing > Computing > Internet > Web Hosting	Content about Web Hosting within Technology & Computing, Computing, and Internet, focused on online services, web platforms, websites, digital communication, technology, and computing and closely related topics, products, services, or trends.	online services, web platforms, websites, digital communication, technology, computing, internet, web, hosting
630	599	Technology & Computing > Computing > Laptops	Content about Laptops within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, laptops, and laptop.	technology, computing, laptops, laptop
631	599	Technology & Computing > Computing > Programming Languages	Content about Programming Languages within Technology & Computing and Computing, including articles, updates, reviews, guides, and discussions related to technology, computing, programming, languages, and language.	technology, computing, programming, languages, language
632	596	Technology & Computing > Consumer Electronics	Content about Consumer Electronics within Technology & Computing, covering topics such as devices, gadgets, personal technology, technology, computing, and consumer, along with relevant news, advice, products, services, and trends.	devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic
633	632	Technology & Computing > Consumer Electronics > Cameras and Camcorders	Content about Cameras and Camcorders within Technology & Computing and Consumer Electronics, including articles, updates, reviews, guides, and discussions related to devices, gadgets, personal technology, technology, computing, and consumer.	devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic, cameras, camera, camcorders, camcorder
634	632	Technology & Computing > Consumer Electronics > Home Entertainment Systems	Content about Home Entertainment Systems within Technology & Computing and Consumer Electronics, including articles, updates, reviews, guides, and discussions related to devices, gadgets, personal technology, technology, computing, and consumer.	devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic, home, entertainment, systems, system
635	632	Technology & Computing > Consumer Electronics > Smartphones	Content about Smartphones within Technology & Computing and Consumer Electronics, including articles, updates, reviews, guides, and discussions related to mobile phones, handsets, android, ios, mobile apps, and devices.	mobile phones, handsets, android, ios, mobile apps, devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic, smartphones, smartphone
636	632	Technology & Computing > Consumer Electronics > Tablets and E-readers	Content about Tablets and E-readers within Technology & Computing and Consumer Electronics, including articles, updates, reviews, guides, and discussions related to devices, gadgets, personal technology, technology, computing, and consumer.	devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic, tablets, tablet, readers, reader
637	632	Technology & Computing > Consumer Electronics > Wearable Technology	Content about Wearable Technology within Technology & Computing and Consumer Electronics, including articles, updates, reviews, guides, and discussions related to devices, gadgets, personal technology, technology, computing, and consumer.	devices, gadgets, personal technology, technology, computing, consumer, electronics, electronic, wearable
638	596	Technology & Computing > Robotics	Content about Robotics within Technology & Computing, covering topics such as technology, computing, robotics, and robotic, along with relevant news, advice, products, services, and trends.	technology, computing, robotics, robotic
639	596	Technology & Computing > Virtual Reality	Content about Virtual Reality within Technology & Computing, covering topics such as technology, computing, virtual, and reality, along with relevant news, advice, products, services, and trends.	technology, computing, virtual, reality
653		Travel	Content primarily about Travel, including news, information, guides, reviews, products, services, and trends related to travel planning, destinations, transportation, lodging, and tourism experiences.	travel
654	653	Travel > Travel Accessories	Content about Travel Accessories within Travel, covering topics such as travel, accessories, and accessorie, along with relevant news, advice, products, services, and trends.	travel, accessories, accessorie
655	653	Travel > Travel Locations	Content about Travel Locations within Travel, covering topics such as travel, locations, and location, along with relevant news, advice, products, services, and trends.	travel, locations, location
656	655	Travel > Travel Locations > Africa Travel	Content about Africa Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, and africa.	travel, locations, location, africa
657	655	Travel > Travel Locations > Asia Travel	Content about Asia Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, and asia.	travel, locations, location, asia
658	655	Travel > Travel Locations > Australia and Oceania Travel	Content about Australia and Oceania Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, australia, and oceania.	travel, locations, location, australia, oceania
659	655	Travel > Travel Locations > Europe Travel	Content about Europe Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, and europe.	travel, locations, location, europe
660	655	Travel > Travel Locations > North America Travel	Content about North America Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, north, and america.	travel, locations, location, north, america
661	655	Travel > Travel Locations > Polar Travel	Content about Polar Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, and polar.	travel, locations, location, polar
662	655	Travel > Travel Locations > South America Travel	Content about South America Travel within Travel and Travel Locations, including articles, updates, reviews, guides, and discussions related to travel, locations, location, south, and america.	travel, locations, location, south, america
663	653	Travel > Travel Preparation and Advice	Content about Travel Preparation and Advice within Travel, covering topics such as travel, preparation, and advice, along with relevant news, advice, products, services, and trends.	travel, preparation, advice
664	653	Travel > Travel Type	Content about Travel Type within Travel, covering topics such as travel and type, along with relevant news, advice, products, services, and trends.	travel, type
665	664	Travel > Travel Type > Adventure Travel	Content about Adventure Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and adventure.	travel, type, adventure
672	664	Travel > Travel Type > Air Travel	Content about Air Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and air.	travel, type, air
673	664	Travel > Travel Type > Beach Travel	Content about Beach Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and beach.	travel, type, beach
674	664	Travel > Travel Type > Bed & Breakfasts	Content about Bed & Breakfasts within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, bed, breakfasts, and breakfast.	travel, type, bed, breakfasts, breakfast
675	664	Travel > Travel Type > Budget Travel	Content about Budget Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and budget.	travel, type, budget
676	664	Travel > Travel Type > Business Travel	Content about Business Travel within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, business, and busines.	travel, type, business, busines
677	664	Travel > Travel Type > Camping	Content about Camping within Travel and Travel Type, including articles, updates, reviews, guides, and discussions related to travel, type, and camping.	travel, type, camping
